time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
431816.545423	16.323751	0.002363	6.907232	153
431817.593441	23.147346	0.002354	9.833175	154
431818.641508	17.142878	0.002364	7.252423	155
431819.659523	17.592339	0.002349	7.488757	156
431820.738458	17.186518	0.002350	7.312724	157
431821.754510	17.969004	0.002368	7.587754	158
431822.836486	31.912542	0.002361	13.516346	159
431823.850529	18.593592	0.002366	7.859233	160
431824.932569	17.680878	0.002349	7.527470	161
431825.949126	18.996883	0.002356	8.063529	162
431827.029626	17.325899	0.002380	7.281177	163
431828.045660	18.935789	0.002368	7.997404	164
431829.094595	16.964109	0.002353	7.209880	165
431830.111166	17.087751	0.002365	7.224875	166
431831.192164	17.423042	0.002349	7.416131	167
431832.206066	18.116667	0.002353	7.699987	168
431833.288249	17.748739	0.002370	7.489810	169
431834.304312	18.948843	0.002386	7.941625	170
431835.386360	18.162392	0.002362	7.689819	171
431836.401302	19.760553	0.002368	8.344864	172
431837.483368	17.320528	0.002352	7.365161	173
431838.501406	19.190798	0.002362	8.123744	174
431839.549432	16.556166	0.002356	7.027369	175
431840.595491	18.658257	0.002377	7.848171	176
431841.643536	17.656460	0.002354	7.500970	177
431842.659577	17.659353	0.002357	7.493369	178
431843.741619	18.470285	0.002363	7.815956	179
431844.757692	19.441370	0.002355	8.253751	180
431845.841709	18.642918	0.002345	7.949496	181
431846.854237	20.077644	0.002377	8.445015	182
431847.935193	18.189161	0.002372	7.667836	183
431848.951249	20.531996	0.002373	8.652670	184
431850.003300	16.904327	0.002350	7.193142	185
431851.049358	18.786327	0.002354	7.980190	186
431852.099376	17.971869	0.002342	7.674550	187
431853.113953	17.827536	0.002354	7.571994	188
431854.196035	45.655998	0.002345	19.470823	189
431855.212023	18.379675	0.002350	7.821907	190
431856.292597	18.666714	0.002348	7.948410	191
431857.306318	19.327967	0.002352	8.217447	192
431858.388649	18.413700	0.002369	7.773586	193
431859.404687	19.210491	0.002376	8.083952	194
431860.486717	18.347761	0.002354	7.794597	195
431861.502696	18.791548	0.002354	7.982798	196
431862.549661	17.425762	0.002360	7.383449	197
431863.599738	19.280132	0.002356	8.182220	198
431864.649778	17.690172	0.002348	7.535094	199
431865.663748	18.750347	0.002354	7.966224	200
431866.743361	18.000635	0.002352	7.654823	201
431867.759850	18.980433	0.002354	8.064586	202
431868.843935	18.230263	0.002358	7.730244	203
431869.859960	19.186485	0.002357	8.141069	204
431870.937820	19.059946	0.002357	8.085461	205
431871.955989	19.753744	0.002370	8.334564	206
431873.004524	17.353436	0.002359	7.356062	207
431874.052593	19.413754	0.002362	8.217693	208
431875.100649	17.940062	0.002390	7.506902	209
431876.118651	18.951275	0.002351	8.059450	210
431877.199199	18.331860	0.002346	7.813965	211
431878.213207	19.323317	0.002372	8.146925	212
431879.297268	18.949627	0.002353	8.055016	213
431880.311288	19.845053	0.002353	8.433319	214
431881.393332	19.097931	0.002350	8.125555	215
431882.407898	20.018597	0.002347	8.529843	216
431883.487847	18.781357	0.002357	7.968838	217
431884.505950	19.833067	0.002349	8.443584	218
431885.555989	18.286293	0.002360	7.749488	219
431886.601999	20.033815	0.002357	8.499547	220
431887.652037	18.856291	0.002371	7.952844	221
431888.666629	18.831409	0.002358	7.985001	222
431889.746583	19.292162	0.002355	8.193179	223
431890.766668	20.284460	0.002352	8.624824	224
431891.844656	19.372269	0.002356	8.222064	225
431892.860664	21.080576	0.002371	8.892257	226
431893.946714	19.495876	0.002350	8.296183	227
431894.959327	21.004686	0.002358	8.909171	228
431896.039381	19.298048	0.002378	8.115500	229
431897.054381	21.018875	0.002383	8.819151	230
431898.104437	18.576147	0.002362	7.862964	231
431899.152490	20.576864	0.002359	8.722398	232
431900.202540	19.739944	0.002363	8.354545	233
431901.216622	20.250769	0.002367	8.555499	234
431902.298650	20.695904	0.002359	8.772627	235
431903.313237	20.959244	0.002361	8.876716	236
431904.397790	20.525112	0.002364	8.683953	237
431905.411859	21.650698	0.002346	9.228168	238
431906.491924	19.873453	0.002374	8.369705	239
431907.509977	21.464252	0.002345	9.151811	240
431908.556526	18.857185	0.002358	7.998605	241
431909.604542	20.774649	0.002359	8.805708	242
431910.656561	19.485229	0.002348	8.297190	243
431911.702581	20.142202	0.002350	8.572670	244
431912.750614	20.447186	0.002354	8.686256	245
431913.766664	20.932213	0.002351	8.905377	246
431914.846917	20.659050	0.002351	8.787706	247
431915.863306	21.951773	0.002355	9.323144	248
431916.945351	19.778929	0.002358	8.386679	249
